1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
the,"""","2""",mega,pixel,camera,being,a,part,of,a,phone,is,reasonably,good7	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i've,had,this,for,nearly,2,years,and,it,has,worked,great,for,me	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,transmit,audio	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,are,sending,it,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,did,not,bother,contacting,the,company,for,few,dollar,product,but,i,learned,the,lesson,that,i,should,not,have,bought,this,form,online,anyway	,,,,,,,,,,,,,,,,,,,,,,,,
if,you,hate,earbugs,avoid,this,phone,by,all,means	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,price,also	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,range,is,very,decent,i've,been,able,to,roam,around,my,house,with,the,phone,in,the,living,room,with,no,reception/sound,quality,issues	,,,,,,,,,,,,,,,,,,,,,,,,,
fast,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,would,highly,recommend,this	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,would,recommend,this	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,also,didn't,like,the,"""on""",button,it,felt,like,it,would,crack,with,use	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,phone,ever	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'm,still,infatuated,with,this,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freezes,frequently4	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,kind,of,embarrassing,to,use,because,of,how,it,looks,and,mostly,it's,embarrassing,how,child-like,the,company,is	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,lightweight,and,great,fit	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,in,all,i'd,expected,a,better,consumer,experience,from,motorola	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there's,a,horrible,tick,sound,in,the,background,on,all,my,calls,that,i,have,never,experienced,before	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
these,are,certainly,very,comfortable,and,functionality,is,decent	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,usually,don't,like,headbands,but,this,one,is,very,lightweight,&,doesn't,mess,up,my,hair	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'm,a,bit,disappointed	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,had,this,phone,for,over,a,year,now,and,i,will,tell,you,its,not,that,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,ordered,this,for,sony,ericsson,w810i,but,i,think,it,only,worked,once,(thats,when,i,first,used,it)	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,battery,is,completely,useless,to,me	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
what,a,big,waste,of,time	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don't,waste,your,$$$,on,this,one	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,sound,and,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
really,pleased,with,this,product,so,far	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,of,my,favorite,purchases,ever	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best,bluetooth,on,the,market	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
authentic,leather,with,nice,shine,and,comfort,i,recommend,you,this,case,	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,very,excited,to,get,this,headset,because,i,thought,it,was,really,cute	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do,not,make,the,same,mistake,as,me	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,disappointment,with,calendar,sync	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,phone,was,unusable,and,was,not,new	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,customer,service,ever	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no,additional,ear,gels,provided,and,no,instructions,whatsoever	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,defeats,the,purpose,of,a,bluetooth,headset	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worth,every,penny	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,wallet,type,phone,case	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nice,headphones,for,the,price,and,they,work,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
internet,is,excrutiatingly,slow	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,very,comfortable,to,wear,as,well,which,is,probably,the,most,important,aspect,about,using,a,case	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,fits,like,a,glove,and,is,strong,secure,and,durable	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,my,gosh,the,best,phone,i,have,ever,had	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,very,attractive,and,appears,to,be,of,good,quality	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,love,all,the,features,and,form,factor	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,product,had,a,strong,rubber/petroleum,smell,that,was,unbearable,after,a,while,and,caused,me,to,return,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poor,quality,and,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,cable,looks,so,thin,and,flimsy,it,is,scary	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,earpiece	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,hands,free,tool	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,for,using,with,your,home,stereo	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,product,-,incredible,value	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
only,had,this,a,month,but,it's,worked,flawlessly,so,far	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
works,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absolutel,junk	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
that,one,didn't,work,either	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battery,life,is,real,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
returned,8,hours,later	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,a,great,item	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don't,waste,your,money	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love,this,headset	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,only,will,it,drain,your,player,but,may,also,potentially,fry,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worked,perfectly	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unreliable,-,i'm,giving,up	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,gave,it,5,stars,because,of,the,sound,quality	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avoid,this,one,if,you,can	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reversible,plug,works,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wasted,my,little,money,with,this,earpiece	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,good,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best,of,all,is,the,rotating,feature,very,helpful	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort,for,our,whole,family	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,product,good,seller	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,love,this,bluetooth	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,of,all,it,doesn't,wear,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,very,impressed,with,this,headset,from,plantronics	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,got,it,because,it,was,so,small,and,adorable	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wouldn't,recommend,buying,this,product	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece,of,junk	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poorly,contstruct,hinge	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,item,is,great,installed,it,let,it,charged,up,overnite,and,it,has,been,working,good,every,since,with,no,problems	,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don't,buy,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do,not,purchase,this,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,voice,recognition,thru,the,handset,is,excellent	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,hands,down,the,best,phone,i've,ever,had	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
works,great,when,my,cat,attacked,the,phone,he,scratched,the,protective,strip,instead,of,destroying,the,screen	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,one,works,and,was,priced,right	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customer,service,was,terrible	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battery,life,still,not,long,enough,in,motorola,razor,v3i	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sending,it,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,i,know,that,i,made,a,wise,decision	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
someone,shouldve,invented,this,sooner	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,price	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,worked,on,the,first,trythe,device,was,certainly,engineered,in,a,clever,way,and,the,construction,feels,good	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,received,it,quickly,and,it,works,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has,been,working,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,many,people,complained,i,found,this,headset's,microphone,was,very,weak	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,5-year,old,nokia,2160,from,tracfone,holds,the,charge,a,lot,better,than,this	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,do,not,care,about,the,consumer,one,bit	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,a,good,battery,and,it,got,here,really,fast	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,instruction,manual,is,lacking	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also,its,slim,enough,to,fit,into,my,alarm,clock,docking,station,without,removing,the,case	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phone,now,holds,charge,like,it,did,when,it,was,new	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,battery,is,unreliable,as,well,as,the,service,use,antena	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,uncomfortable,and,the,sound,quality,is,quite,poor,compared,with,the,phone,(razr),or,with,my,previous,wired,headset,(that,plugged,into,an,lg)	,,,,,,,,,,,,,,,,,,,,,,,,,
we,have,gotten,a,lot,of,compliments,on,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,definitely,a,must,have,if,your,state,does,not,allow,cell,phone,usage,while,driving	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,want,my,money,back	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,love,this,device	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,also,very,happy,with,the,price	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,ordered,this,product,first,and,was,unhappy,with,it,immediately	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,ngage,is,still,lacking,in,earbuds	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,able,to,do,voice,dialing,in,the,car,with,no,problem	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,2-3,bars,on,my,cell,phone,when,i,am,home,but,you,cant,not,hear,anything	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,item,low,price	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however-the,riingtones,are,not,the,best,and,neither,are,the,games	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,plug,did,not,work,very,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazon,sucks	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rip,off----,over,charge,shipping	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,comfortable	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,battery,is,working,well,as,a,replacement,for,the,original,that,came,with,the,phone,over,2,years,ago	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,reception,is,excellent	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,fits,comfortably,in,either,ear,the,sound,is,clear,and,loud,and,the,charge,lasts,a,couple,of,days	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,clear,quality,sound,and,you,don't,have,to,mess,with,the,sound,on,your,ipod,since,you,have,the,sound,buttons,on,the,headset	,,,,,,,,,,,,,,,,,,,,,,,,,
obviously,there,is,a,problem,with,the,adhesive	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,disappointing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,an,inexpensive,piece,but,i,would,still,have,expected,better,quality	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,practically,useless,and,did,not,add,any,kind,of,boost,to,my,reception,after,i,bought,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,sound,quality	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
was,not,happy	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,piece,of,junk,that,broke,after,being,on,my,phone,for,2,days	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,battery,works,great,in,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,customer,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i've,dropped,my,phone,more,times,than,i,can,say,even,on,concrete,and,my,phone,is,still,great,(knock,on,wood)	,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reception,is,terrible,and,full,of,static	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,audio,quality	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,little,device,has,transformed,my,organizational,capability,and,made,my,life,a,whole,lot,easier	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,sitting,in,my,vehicle,with,the,cradle,on,my,belt,and,the,headset,lost,signal	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
were,jerks,on,the,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
works,like,a,charm,works,as,advertised	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfortable,nice,range,good,battery,life	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
their,network,coverage,in,los,angeles,is,horrible	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,starter,wireless,headset	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,loudspeaker,option,is,great,the,bumpers,with,the,lights,is,very,"",appealing	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,thing,that,i,think,could,improve,is,the,sound,leaks,out,from,the,headset	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,off,the,reception,sucks,i,have,never,had,more,than,2,bars,ever	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,phone,gets,extremely,hot	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,microphone,also,works,well,but,(according,to,people,i,have,called),it,applifies,everything	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nice,design,and,quality	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also,if,your,phone,is,dropped,this,case,is,not,going,to,save,it,specially,when,dropped,face,down	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,light,easy,to,use,and,has,very,clear,reception,and,transmission	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad,fit,way,too,big	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,definitely,was,not,as,good,as,my,s11	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awesome,device	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waste,of,money	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,ordered,a,motorola,data,cable,got,a,very,well,finished,and,working,product	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love,this,phone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,looking,for,this,headset,for,a,long,time,and,now,that,i've,got,it,i,couldn't,be,happier	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'll,be,drivng,along,and,my,headset,starts,ringing,for,no,reason	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
display,is,excellent,and,camera,is,as,good,as,any,from,that,year	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battery,life,is,also,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,worst,phone,i've,ever,had,only,had,it,for,a,few,months	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,a,good,item,it,worked,for,a,while,then,started,having,problems,in,my,auto,reverse,tape,player	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,so,embarassing,and,also,my,ears,hurt,if,i,try,to,push,the,ear,plug,into,my,ear	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protects,the,phone,on,all,sides	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,a,very,average,phone,with,bad,battery,life,that,operates,on,a,weak,network	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear,skype,calls,long,battery,life,long,range	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soyo,technology,sucks	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,hands,free,device	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you,can,even,take,self,portraits,with,the,outside,(exterior),display,very,cool	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
same,problem,as,others,have,mentioned	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after,trying,many,many,handsfree,gadgets,this,is,the,one,that,finally,works,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magical,help	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,worst,piece,of,crap,ever,along,with,the,verizon,customer,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poor,sound,quality	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,best,phone,in,market,:)	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,worked,very,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,company,shipped,my,product,very,promptly,and,it,works,well	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exactly,what,i,wanted	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,picture,resolution,is,far,below,what,other,comparably-priced,phones,are,offering,today	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,a,great,deal	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,product,i,am,very,satisfied,with,the,purchase	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,highly,recommend,these,and,encourage,people,to,give,them,a,try	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
better,than,you'd,expect	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
using,all,earpieces,left,or,right,this,thing,will,not,stay,on,my,ear	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,product,and,price	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sounds,good,reasonably,priced,and,effective,its,that,simple,	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
still,waiting,i'm,sure,this,item,would,work,well,if,i,ever,recieve,it	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
what,a,disappointment	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,prompt,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,product,for,the,price	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,pleased,with,this,headset	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don't,waste,your,money,and,time	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,especially,love,the,long,battery,life	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,so,stupid,to,have,to,keep,buying,new,chargers,car,chargers,cradles,headphones,and,car,kits,every,time,a,new,phone,comes,out	,,,,,,,,,,,,,,,,,,,,,,,,,,
works,great	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plantronics,bluetooth,excelent,buy	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,came,over,from,verizon,because,cingulair,has,nicer,cell,phones,the,first,thing,i,noticed,was,the,really,bad,service	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'll,be,looking,for,a,new,earpiece	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,highly,recommend,this,device,to,everyone	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jawbone,era,is,awesome,too	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we,received,a,white,colored,battery,that,goes,dead,after,a,couple,hoursthe,original,used,to,last,a,week,-,but,still,lasts,longer,than,thereplacement	,,,,,,,,,,,,,,,,,,,,,,,,
after,a,year,the,battery,went,completely,dead,on,my,headset	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,used,several,phone,in,two,years,but,this,one,is,the,best	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,awesome,new,look,for,fall,2000	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,the,first,phone,i've,had,that,has,been,so,cheaply,made	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
att,is,not,clear,sound,is,very,distorted,and,you,have,to,yell,when,you,talk	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,plastic,breaks,really,easy,on,this,clip	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
price,is,good,too	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don't,make,the,same,mistake,i,did	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
